,Gene3,Gene1,Gene2,split
Sample_001,0.4069848,-0.48815092,-0.66714543,train
Sample_003,-0.11727241,0.13279802,0.34842286,train
Sample_004,-0.07929179,0.10493262,-0.0032817472,train
Sample_005,0.15074597,-0.17572248,-0.31725574,train
Sample_006,-0.07929179,0.10493262,-0.0032817472,train
Sample_007,-0.07907562,0.104495786,-0.0034383384,train
Sample_008,-0.06816224,0.08680698,0.05354494,train
Sample_009,0.60867697,-0.73407143,-0.9425526,train
Sample_010,-0.07907562,0.104495786,-0.0034383384,train
Sample_012,-0.07907562,0.104495786,-0.0034383384,train
Sample_013,-0.12740335,0.14030463,0.441747,train
Sample_014,-0.036378462,0.052435733,-0.06174057,train
Sample_016,-0.10243407,0.12211612,0.21003202,train
Sample_017,-0.25091022,0.23181808,1.5794678,train
Sample_019,-0.050903358,0.07014574,-0.041907076,train
Sample_024,0.79727125,-0.9640218,-1.2000748,train
Sample_025,-0.14046049,0.14997943,0.56202686,train
Sample_026,-0.07907562,0.104495786,-0.0034383384,train
Sample_027,-0.20569876,0.19879171,1.1618733,train
Sample_028,-0.11247653,0.12924448,0.30424416,train
Sample_030,-0.06851964,0.09179946,-0.017987486,train
Sample_002,-0.09866271,0.11939225,0.17329437,valid
Sample_023,1.0221027,-1.2377912,-1.5068929,valid
Sample_029,-0.07337993,0.097686335,-0.011700401,valid
