,Gene3,Gene1,Gene2,split
Sample_001,-0.06567378,0.08944172,-0.00046483858,train
Sample_003,-0.115060754,0.12029469,0.38874397,train
Sample_004,-0.11534993,0.12047593,0.39100653,train
Sample_005,-0.065339595,0.08913172,-0.0002757339,train
Sample_006,-0.065339595,0.08913172,-0.0002757339,train
Sample_007,0.31788337,-0.37344068,-0.5182329,train
Sample_008,0.5264965,-0.6251981,-0.7998421,train
Sample_009,-0.09101739,0.10538912,0.19857545,train
Sample_010,-0.065339595,0.08913172,-0.0002757339,train
Sample_012,0.49777976,-0.5901749,-0.7601215,train
Sample_013,-0.065339595,0.08913172,-0.0002757339,train
Sample_014,0.46993813,-0.5565888,-0.72255343,train
Sample_016,0.6415485,-0.7636072,-0.9541161,train
Sample_017,-0.111914724,0.1183229,0.36412936,train
Sample_019,-0.07478304,0.09505045,0.073610045,train
Sample_024,-0.2168025,0.18453911,1.1864502,train
Sample_025,-0.14108042,0.13660264,0.5923225,train
Sample_026,0.29881597,-0.35015935,-0.4916495,train
Sample_027,0.24019194,-0.27943954,-0.41254508,train
Sample_028,0.022888742,-0.017300598,-0.119326755,train
Sample_030,-0.3486774,0.266715,2.2165668,train
Sample_002,0.9325746,-1.1156456,-1.3489007,valid
Sample_023,0.16895892,-0.19378191,-0.31772965,valid
Sample_029,0.11964074,-0.13424326,-0.2511314,valid
