,LatDim_0,LatDim_1,split
Sample_001,0.707964,1.0504738,train
Sample_003,0.9545625,1.3855126,train
Sample_004,-0.60971534,0.22535196,train
Sample_005,-0.3681131,-0.1578931,train
Sample_006,-0.0899697,-0.67942715,train
Sample_007,0.8092886,-2.603537,train
Sample_008,1.8308026,1.081882,train
Sample_009,0.46523997,-0.22133888,train
Sample_010,-0.16813126,-0.39478034,train
Sample_012,-0.4032891,0.8135287,train
Sample_013,1.976474,-0.03477617,train
Sample_014,-1.8437537,1.5363156,train
Sample_016,1.4267049,3.4033048,train
Sample_017,1.1567807,0.57302773,train
Sample_019,0.3607042,-0.8472444,train
Sample_024,0.6153527,1.3174871,train
Sample_025,2.466968,-0.596654,train
Sample_026,-0.22728565,-0.010238272,train
Sample_027,0.4528159,-0.65976155,train
Sample_028,0.030040622,0.9815017,train
Sample_030,-0.71892864,-0.9499898,train
Sample_002,0.24993345,-1.0927755,valid
Sample_023,0.55013317,-0.5403326,valid
Sample_029,0.33939216,0.46679667,valid
