,LatDim_0,LatDim_1,split
Sample_001,-0.30118948,-1.9789349,train
Sample_003,0.4037625,0.41275722,train
Sample_004,-0.038730666,-0.9895789,train
Sample_005,0.66406995,0.11760158,train
Sample_006,1.0081447,-2.1432025,train
Sample_007,0.64410496,-0.45130372,train
Sample_008,-0.5672343,-0.9233671,train
Sample_009,2.3560078,0.54185826,train
Sample_010,-0.08702548,-0.6804972,train
Sample_012,-0.3742856,-0.98895556,train
Sample_013,0.16062498,1.3518981,train
Sample_014,0.9076024,0.14491455,train
Sample_016,0.093806684,-0.3379478,train
Sample_017,-0.4800283,-1.5563763,train
Sample_019,0.09778898,-0.3324378,train
Sample_024,0.25057846,0.009301382,train
Sample_025,-0.8247899,0.42329943,train
Sample_026,0.30978245,-0.24751016,train
Sample_027,0.867349,0.3541938,train
Sample_028,1.1236941,-0.3034004,train
Sample_030,1.4684149,0.3240145,train
Sample_002,0.8544207,-1.1917748,valid
Sample_023,0.07840651,0.19750294,valid
Sample_029,0.16990486,-0.37075144,valid
