,LatDim_0,LatDim_1,split
Sample_001,1.7364799,-1.2796797,train
Sample_003,1.3426386,-0.5539879,train
Sample_004,0.023584224,-1.0603921,train
Sample_005,0.07662906,-0.03499749,train
Sample_006,0.48896924,2.2006729,train
Sample_007,-1.2968547,0.63238275,train
Sample_008,-0.9581284,0.7945328,train
Sample_009,0.06788442,0.6321427,train
Sample_010,1.1711689,0.11597276,train
Sample_012,1.118981,-1.9218324,train
Sample_013,1.1591614,0.72013134,train
Sample_014,1.3084824,-2.3414106,train
Sample_016,0.26676574,-0.7421226,train
Sample_017,0.22197862,0.6790014,train
Sample_019,-0.011582494,-0.3173964,train
Sample_024,0.8878875,1.2218317,train
Sample_025,0.770704,-0.95441604,train
Sample_026,-1.5738724,-0.5128722,train
Sample_027,-0.14957896,-0.5502389,train
Sample_028,-0.8091379,-0.19664048,train
Sample_030,-0.5890024,-1.3334223,train
Sample_002,-0.26907223,-0.46267295,valid
Sample_023,0.055564594,-0.35173875,valid
Sample_029,1.7503408,-1.3787087,valid
