,LatDim_0,LatDim_1,split
Sample_001,-1.7206671,0.38906235,train
Sample_003,-0.8672162,0.016672412,train
Sample_004,1.0764556,-0.567443,train
Sample_005,0.9321479,-1.1209128,train
Sample_006,-1.1773219,-1.1718341,train
Sample_007,1.077424,1.0611899,train
Sample_008,1.8667617,1.6207196,train
Sample_009,0.3989889,0.13586597,train
Sample_010,2.1033666,-0.5039546,train
Sample_012,0.5084327,1.7074484,train
Sample_013,2.139249,-2.40659,train
Sample_014,1.5536643,0.23429379,train
Sample_016,-0.079576686,-0.84252316,train
Sample_017,0.22192326,0.7696285,train
Sample_019,0.9486039,-0.9047011,train
Sample_024,-0.582802,0.5383914,train
Sample_025,-0.9937794,-1.2116909,train
Sample_026,1.8726708,0.80036676,train
Sample_027,1.2203013,-0.46888548,train
Sample_028,1.8827605,-0.67311007,train
Sample_030,-1.1483172,-0.3843645,train
Sample_002,0.9559573,1.4234353,valid
Sample_023,-1.8135502,1.7547611,valid
Sample_029,2.1997762,-0.025714412,valid
