,Gene3,Gene1,Gene2,split
Sample_001,-0.07203019,0.096957944,-0.002591263,train
Sample_003,0.73756707,-0.8878576,-1.1052775,train
Sample_004,-0.20962374,0.19551626,1.1975175,train
Sample_005,-0.10069758,0.1175661,0.24481536,train
Sample_006,-0.0289246,0.0424373,-0.030605193,train
Sample_007,-0.09237256,0.111584246,0.17191875,train
Sample_008,-0.18080117,0.17487064,0.9461233,train
Sample_009,1.0500512,-1.2679716,-1.5308867,train
Sample_010,0.26096234,-0.30810297,-0.45613313,train
Sample_012,-0.08617589,0.10709052,0.120789416,train
Sample_013,-0.10001713,0.117005,0.24151443,train
Sample_014,0.5335199,-0.6396493,-0.8273615,train
Sample_016,-0.10264805,0.118889526,0.2644617,train
Sample_017,-0.18612352,0.17894807,0.9928336,train
Sample_019,-0.020562295,0.03331607,-0.057460357,train
Sample_024,-0.07203019,0.096957944,-0.002591263,train
Sample_025,-0.07203019,0.096957944,-0.002591263,train
Sample_026,-0.16815418,0.1658116,0.83581465,train
Sample_027,0.3259217,-0.3874226,-0.54550755,train
Sample_028,0.5311412,-0.637117,-0.8251077,train
Sample_030,-0.10170771,0.11821596,0.25625995,train
Sample_002,-0.2124109,0.19835848,1.2249675,valid
Sample_023,0.25362757,-0.29952866,-0.44751415,valid
Sample_029,0.13224287,-0.15181509,-0.2821061,valid
