,Gene3,Gene1,Gene2,split
Sample_001,-0.14095816,0.1229368,0.72394407,train
Sample_003,-0.1326456,0.117753424,0.6711695,train
Sample_004,0.9274325,-1.0865207,-1.2729545,train
Sample_005,-0.12820059,0.11494696,0.6415105,train
Sample_006,-0.0862166,0.08850425,0.35815957,train
Sample_007,0.47728017,-0.5514662,-0.67435044,train
Sample_008,-0.032610614,0.054593988,0.003692692,train
Sample_009,-0.032610614,0.054593988,0.003692692,train
Sample_010,-0.1485276,0.1277809,0.7771411,train
Sample_012,-0.05486282,0.068643436,0.15216905,train
Sample_013,-0.032610614,0.054593988,0.003692692,train
Sample_014,-0.120477945,0.11007109,0.5899817,train
Sample_016,0.93112105,-1.090905,-1.2778594,train
Sample_017,1.1245594,-1.3218724,-1.537121,train
Sample_019,0.37235415,-0.42675033,-0.5348218,train
Sample_024,-0.12853442,0.11515773,0.6437379,train
Sample_025,-0.19928415,0.15982723,1.1158109,train
Sample_026,-0.0020701177,0.01816294,-0.037838176,train
Sample_027,1.022612,-1.199652,-1.3995224,train
Sample_028,-0.032610614,0.054593988,0.003692692,train
Sample_030,-0.13394174,0.11852346,0.67706025,train
Sample_002,-0.19953904,0.15955585,1.1131377,valid
Sample_023,-0.03365714,0.055646867,0.00334108,valid
Sample_029,0.550289,-0.6393279,-0.7743056,valid
