,LatDim_0,LatDim_1,split
Sample_001,0.15548177,-1.1422975,train
Sample_003,-0.40976417,-1.9944586,train
Sample_004,0.33988184,1.3474212,train
Sample_005,-0.049431473,-0.0042787828,train
Sample_006,-0.62899023,0.9824662,train
Sample_007,0.080910444,2.3029814,train
Sample_008,0.33465755,-0.6909516,train
Sample_009,0.16328417,-0.54305553,train
Sample_010,1.752838,-0.013543285,train
Sample_012,0.6566293,-2.5413997,train
Sample_013,0.7271126,0.6770058,train
Sample_014,-3.856823,0.90362895,train
Sample_016,-1.5172322,-0.8123381,train
Sample_017,0.59072304,-0.1483061,train
Sample_019,-0.012264557,-0.43355745,train
Sample_024,0.734624,0.6199364,train
Sample_025,-1.3391182,-1.4840926,train
Sample_026,-0.08160396,1.2923474,train
Sample_027,-0.43893516,0.040423788,train
Sample_028,-0.7552589,0.6749483,train
Sample_030,-1.5007224,-0.2173044,train
Sample_002,-0.30038938,0.7657358,valid
Sample_023,0.54986084,-1.2172664,valid
Sample_029,1.0221717,0.114859,valid
