,Gene3,Gene1,Gene2,split
Sample_001,0.55142605,-0.66380095,-0.86338437,train
Sample_003,-0.07838496,0.10397372,-0.0033010177,train
Sample_004,-0.07838496,0.10397372,-0.0033010177,train
Sample_005,-0.17092873,0.17272213,0.8495095,train
Sample_006,-0.07838496,0.10397372,-0.0033010177,train
Sample_007,-0.07880658,0.10418898,-0.0034872936,train
Sample_008,0.46632907,-0.560063,-0.7471742,train
Sample_009,-0.07838496,0.10397372,-0.0033010177,train
Sample_010,-0.18917173,0.18627438,1.0176226,train
Sample_012,-0.13071378,0.14284745,0.47892013,train
Sample_013,-0.20686221,0.19941618,1.180644,train
Sample_014,-0.07838496,0.10397372,-0.0033010177,train
Sample_016,-0.07838496,0.10397372,-0.0033010177,train
Sample_017,0.46276504,-0.55608433,-0.74303645,train
Sample_019,-0.14919019,0.1565731,0.64918405,train
Sample_024,-0.07880658,0.10418898,-0.0034872936,train
Sample_025,0.5991969,-0.72203624,-0.9286213,train
Sample_026,-0.07838496,0.10397372,-0.0033010177,train
Sample_027,0.44961178,-0.5400481,-0.7250749,train
Sample_028,0.72009426,-0.86941683,-1.0937213,train
Sample_030,-0.13518234,0.14598832,0.515788,train
Sample_002,-0.07907562,0.104495786,-0.0034383384,valid
Sample_023,-0.15406251,0.16005796,0.68732595,valid
Sample_029,-0.07907562,0.104495786,-0.0034383384,valid
