,Gene3,Gene1,Gene2,split
Sample_001,0.34306148,-0.40579695,-0.5614223,train
Sample_003,0.34903884,-0.41304207,-0.56952935,train
Sample_004,0.8203169,-0.9842761,-1.2087212,train
Sample_005,0.12945965,-0.14689112,-0.2717153,train
Sample_006,-0.07724573,0.09953572,0.06270445,train
Sample_007,0.005763449,0.0031705499,-0.10422574,train
Sample_008,-0.03713993,0.05519764,-0.04600563,train
Sample_009,-0.1765454,0.16683355,0.8937561,train
Sample_010,-0.16151108,0.15763903,0.77168024,train
Sample_012,0.709354,-0.8500436,-1.0590018,train
Sample_013,-0.06953609,0.09431071,-0.0018185113,train
Sample_014,0.37682584,-0.44672257,-0.6072167,train
Sample_016,-0.069747485,0.09473943,-0.0017570077,train
Sample_017,-0.17385405,0.16500956,0.87123185,train
Sample_019,0.44787365,-0.5328393,-0.7035785,train
Sample_024,0.13558379,-0.18169847,0.07935709,train
Sample_025,-0.107277796,0.11988919,0.3140467,train
Sample_026,-0.112368956,0.12333959,0.35665527,train
Sample_027,-0.07620254,0.098828726,0.053973895,train
Sample_028,-0.17568183,0.16624829,0.88652885,train
Sample_030,-0.14422862,0.14493167,0.62329286,train
Sample_002,0.07871191,-0.08544734,-0.20384295,valid
Sample_023,-0.090111464,0.10892661,0.16822667,valid
Sample_029,0.076514795,-0.0827816,-0.20085962,valid
