,LatDim_0,LatDim_1,split
Sample_001,1.6839087,-0.11337398,train
Sample_003,0.5826283,1.0415138,train
Sample_004,-1.5166584,0.8976231,train
Sample_005,0.42804483,-2.221511,train
Sample_006,1.4727232,-0.810004,train
Sample_007,-0.84499216,2.2573283,train
Sample_008,0.75156814,1.6236961,train
Sample_009,-0.6901106,-1.2844491,train
Sample_010,0.2891134,0.22899708,train
Sample_012,-1.4881631,1.8844844,train
Sample_013,0.28452596,1.4549239,train
Sample_014,0.0041238815,0.6076269,train
Sample_016,1.2653091,-0.70457435,train
Sample_017,0.20428486,0.6361153,train
Sample_019,-0.77544653,-0.3048251,train
Sample_024,0.9786772,0.062901564,train
Sample_025,0.3115303,0.55613595,train
Sample_026,-0.08097222,1.1769141,train
Sample_027,1.4215583,0.77134085,train
Sample_028,-0.43506584,-1.3666164,train
Sample_030,-0.40154016,1.0726421,train
Sample_002,-0.36309978,0.38069212,valid
Sample_023,0.94257236,0.97019863,valid
Sample_029,-0.36659586,0.30373213,valid
