,LatDim_0,LatDim_1,split
Sample_001,0.096097484,1.39029,train
Sample_003,-0.320734,1.3701749,train
Sample_004,1.0430663,1.3426391,train
Sample_005,0.19258326,1.2713785,train
Sample_006,1.7238021,-1.1371403,train
Sample_007,-0.44479343,-1.4955504,train
Sample_008,-0.24045372,-0.34758618,train
Sample_009,1.7441132,0.7438274,train
Sample_010,0.67722046,1.1984408,train
Sample_012,-1.4735385,0.24665567,train
Sample_013,-0.32330087,-2.8466377,train
Sample_014,2.085864,-0.85058284,train
Sample_016,0.97664666,1.0468414,train
Sample_017,1.3339342,-0.15395619,train
Sample_019,-0.78867954,1.3331236,train
Sample_024,1.3712726,0.028630061,train
Sample_025,0.8692685,-0.35538706,train
Sample_026,-1.0736039,-0.5228411,train
Sample_027,-2.3317792,0.08290601,train
Sample_028,0.834823,-2.0228357,train
Sample_030,1.1036301,-0.30111668,train
Sample_002,0.5230813,1.466948,valid
Sample_023,0.6705667,0.49357322,valid
Sample_029,-1.0774965,-0.06299497,valid
