,Gene3,Gene1,Gene2,split
Sample_001,-0.14450409,0.1142029,0.9794408,train
Sample_003,0.67871475,-0.77800184,-0.86931306,train
Sample_004,0.0058962847,0.014115241,0.011020309,train
Sample_005,0.0065633194,0.01325993,0.010898154,train
Sample_006,-0.16749647,0.12956639,1.1268526,train
Sample_007,-0.11489586,0.09441875,0.7896128,train
Sample_008,0.0065633194,0.01325993,0.010898154,train
Sample_009,0.0065633194,0.01325993,0.010898154,train
Sample_010,1.1533363,-1.33673,-1.4908504,train
Sample_012,0.4066364,-0.45770916,-0.51301473,train
Sample_013,-0.045845456,0.048279382,0.346908,train
Sample_014,0.0065633194,0.01325993,0.010898154,train
Sample_016,-0.024319233,0.03423965,0.20448498,train
Sample_017,0.9382761,-1.0835595,-1.2092199,train
Sample_019,1.4299037,-1.6623074,-1.8530273,train
Sample_024,0.31936187,-0.35496894,-0.39872503,train
Sample_025,-0.036975287,0.042352352,0.29003844,train
Sample_026,-0.048700523,0.05047829,0.36059412,train
Sample_027,-0.24071768,0.17849267,1.5962977,train
Sample_028,0.5317003,-0.6048257,-0.67757493,train
Sample_030,-0.23682103,0.175772,1.5650969,train
Sample_002,0.0053682327,0.014902662,0.011086553,valid
Sample_023,-0.0793635,0.07135979,0.5537517,valid
Sample_029,0.0053682327,0.014902662,0.011086553,valid
