,Gene3,Gene1,Gene2,split
Sample_001,-0.06626441,0.09036678,-0.00085205736,train
Sample_003,-0.23263001,0.19692242,1.3237016,train
Sample_004,0.58274233,-0.6936459,-0.8778286,train
Sample_005,0.18106845,-0.2084161,-0.33506295,train
Sample_006,-0.06626441,0.09036678,-0.00085205736,train
Sample_007,0.44022724,-0.5214849,-0.6852537,train
Sample_008,0.20165801,-0.23328868,-0.36288476,train
Sample_009,-0.1778276,0.16182196,0.88738096,train
Sample_010,-0.066395834,0.090746626,-0.00086618017,train
Sample_012,-0.066395834,0.090746626,-0.00086618017,train
Sample_013,0.25548834,-0.2983965,-0.43469483,train
Sample_014,-0.066395834,0.090746626,-0.00086618017,train
Sample_016,0.4137349,-0.4894817,-0.6494557,train
Sample_017,0.024921842,-0.072783664,0.5066856,train
Sample_019,0.40140933,-0.47459215,-0.6328007,train
Sample_024,-0.28845313,0.23267661,1.7681487,train
Sample_025,-0.06626441,0.09036678,-0.00085205736,train
Sample_026,-0.06626441,0.09036678,-0.00085205736,train
Sample_027,0.7259079,-0.86682963,-1.0720122,train
Sample_028,-0.06626441,0.09036678,-0.00085205736,train
Sample_030,-0.0703696,0.09299611,0.031832214,train
Sample_002,0.40502256,-0.4792773,-0.63894236,valid
Sample_023,-0.07530318,0.096700124,0.06870076,valid
Sample_029,0.30024207,-0.35258374,-0.49722606,valid
