,Gene3,Gene1,Gene2,split
Sample_001,-0.14973548,0.12786861,0.8784697,train
Sample_003,1.1591868,-1.3520755,-1.5394081,train
Sample_004,-0.01665581,0.03773124,0.009948429,train
Sample_005,-0.016084159,0.037159584,0.010146587,train
Sample_006,0.5742515,-0.6606312,-0.76904386,train
Sample_007,0.84888035,-0.9852761,-1.1302795,train
Sample_008,-0.01665581,0.03773124,0.009948429,train
Sample_009,-0.03881006,0.052751195,0.15411083,train
Sample_010,-0.016084159,0.037159584,0.010146587,train
Sample_012,-0.07351052,0.0761348,0.38324156,train
Sample_013,-0.26519293,0.20623235,1.6272318,train
Sample_014,-0.09926786,0.09361629,0.5505852,train
Sample_016,-0.0011644,0.019523608,-0.009524607,train
Sample_017,-0.069457956,0.07338433,0.35691234,train
Sample_019,-0.016084159,0.037159584,0.010146587,train
Sample_024,-0.016084159,0.037159584,0.010146587,train
Sample_025,-0.019933356,0.03977203,0.03515455,train
Sample_026,-0.016084159,0.037159584,0.010146587,train
Sample_027,-0.14535233,0.12489376,0.84999263,train
Sample_028,-0.25167298,0.19705349,1.5407504,train
Sample_030,0.5018966,-0.5751222,-0.6727934,train
Sample_002,-0.05056403,0.060861386,0.22695911,valid
Sample_023,-0.14189634,0.12280037,0.82202905,valid
Sample_029,0.22179978,-0.24421158,-0.3054073,valid
