,Gene3,Gene1,Gene2,split
Sample_001,-0.0034977742,0.024249583,0.011757299,train
Sample_003,-0.1441148,0.11952966,0.90686023,train
Sample_004,0.99229634,-1.1497899,-1.2955214,train
Sample_005,-0.044792593,0.0521139,0.27571148,train
Sample_006,-0.019832565,0.035271738,0.11616836,train
Sample_007,-0.0034977742,0.024249583,0.011757299,train
Sample_008,0.819632,-0.9465644,-1.0702397,train
Sample_009,-0.16804938,0.13528332,1.0635618,train
Sample_010,-0.20209603,0.1587496,1.2778143,train
Sample_012,-0.4169598,0.3032395,2.6545835,train
Sample_013,0.063778,-0.05526276,-0.0776506,train
Sample_014,-0.0034977742,0.024249583,0.011757299,train
Sample_016,-0.00808868,0.02734737,0.04110211,train
Sample_017,1.4063513,-1.6379601,-1.8390927,train
Sample_019,-0.033478774,0.044479728,0.20339417,train
Sample_024,-0.06596495,0.06640028,0.411044,train
Sample_025,0.34180847,-0.3828659,-0.4415608,train
Sample_026,0.4634047,-0.5265018,-0.60244113,train
Sample_027,0.7425115,-0.8552941,-0.96760374,train
Sample_028,-0.1548224,0.12635821,0.9790157,train
Sample_030,-0.0034977742,0.024249583,0.011757299,train
Sample_002,-0.1692756,0.13696969,1.0648512,valid
Sample_023,-0.035585243,0.046380408,0.2086218,valid
Sample_029,-0.12145825,0.10456841,0.75860155,valid
