,Gene3,Gene1,Gene2,split
Sample_001,0.6111838,-0.70094013,-0.79764265,train
Sample_003,0.03485286,-0.021246128,-0.040611368,train
Sample_004,0.6634554,-0.76258653,-0.8663033,train
Sample_005,0.34566832,-0.38780534,-0.44887856,train
Sample_006,-0.0053592934,0.026226403,0.011577609,train
Sample_007,-0.24211475,0.1863259,1.5313547,train
Sample_008,-0.0048036426,0.025522634,0.011478859,train
Sample_009,0.33073807,-0.3702253,-0.43002006,train
Sample_010,-0.021594984,0.036900535,0.1190202,train
Sample_012,0.21400361,-0.23252836,-0.2766429,train
Sample_013,-0.14781943,0.12243088,0.92743355,train
Sample_014,-0.26084465,0.20013833,1.6516037,train
Sample_016,0.45747608,-0.5196654,-0.59574205,train
Sample_017,0.4217499,-0.47753185,-0.5488144,train
Sample_019,0.85847914,-0.9927349,-1.123418,train
Sample_024,-0.13831834,0.115992896,0.8665832,train
Sample_025,1.3918425,-1.6216074,-1.8230656,train
Sample_026,-0.0048036426,0.025522634,0.011478859,train
Sample_027,-0.0048036426,0.025522634,0.011478859,train
Sample_028,-0.15278076,0.1257927,0.9592087,train
Sample_030,0.36827642,-0.417238,-0.45046952,train
Sample_002,0.59225947,-0.67893565,-0.7747632,valid
Sample_023,0.35542333,-0.39951867,-0.46349078,valid
Sample_029,-0.11163947,0.09894782,0.69026816,valid
