,LatDim_0,LatDim_1,split
Sample_001,-0.31436983,-1.3473845,train
Sample_003,0.25898722,-0.3544991,train
Sample_004,0.6322579,2.1371791,train
Sample_005,2.5024657,-2.5977676,train
Sample_006,0.3644942,1.6575798,train
Sample_007,1.0959992,-0.34305608,train
Sample_008,-0.19992316,1.1505809,train
Sample_009,-0.11622154,0.11049165,train
Sample_010,-0.7767796,-0.57413566,train
Sample_012,-0.7031621,0.75119686,train
Sample_013,-0.2995911,1.5540168,train
Sample_014,-0.037157815,-0.14653902,train
Sample_016,-0.2332348,2.134351,train
Sample_017,-2.542921,-0.09245267,train
Sample_019,-0.09781368,0.9304801,train
Sample_024,-1.1189224,1.2543031,train
Sample_025,0.67751193,-0.31908852,train
Sample_026,-2.019256,1.1149799,train
Sample_027,-0.57981825,-1.0693883,train
Sample_028,-0.29926288,0.61896694,train
Sample_030,0.34120062,2.1662278,train
Sample_002,-1.06628,1.1694444,valid
Sample_023,-0.10402133,-0.4932849,valid
Sample_029,1.1747515,0.32170418,valid
