,LatDim_0,LatDim_1,split
Sample_001,-1.243431,1.0428888,train
Sample_003,2.1619864,-0.011853564,train
Sample_004,-1.2033004,0.009288522,train
Sample_005,0.13961388,0.8239411,train
Sample_006,1.031574,-0.56461805,train
Sample_007,1.4144299,0.22969699,train
Sample_008,-0.013440773,0.3475647,train
Sample_009,0.33158037,-0.624533,train
Sample_010,-1.0685239,0.852882,train
Sample_012,0.399691,0.69864106,train
Sample_013,1.0698361,-1.1478907,train
Sample_014,0.57206273,-0.5115314,train
Sample_016,-0.17872366,1.5028136,train
Sample_017,-0.49190915,-0.2178659,train
Sample_019,-1.8401752,-0.17131467,train
Sample_024,-1.2805458,0.62464064,train
Sample_025,1.7570759,0.47917548,train
Sample_026,0.027029503,0.8685285,train
Sample_027,0.15737346,0.8979699,train
Sample_028,-0.94418246,-0.54525137,train
Sample_030,-0.5730716,1.4429245,train
Sample_002,0.8742705,0.6549613,valid
Sample_023,0.9029745,0.59318686,valid
Sample_029,-0.9773561,1.6859598,valid
