,Gene3,Gene1,Gene2,split
Sample_001,-0.13542464,0.13763133,0.5549422,train
Sample_003,0.44494328,-0.5282837,-0.6956036,train
Sample_004,0.03441588,-0.03134779,-0.14019936,train
Sample_005,-0.104838625,0.11721432,0.3038293,train
Sample_006,-0.075529195,0.09764946,0.06319722,train
Sample_007,-0.07581338,0.09783917,0.065530434,train
Sample_008,0.15885915,-0.18188894,-0.30808285,train
Sample_009,-0.15352328,0.14972328,0.7015331,train
Sample_010,0.24616614,-0.2876015,-0.4263462,train
Sample_012,-0.13313153,0.13610062,0.5361156,train
Sample_013,0.6856568,-0.81990945,-1.0224042,train
Sample_014,0.39224973,-0.4644816,-0.6242265,train
Sample_016,-0.14337507,0.14293846,0.6202157,train
Sample_017,0.21125951,-0.24533606,-0.37906277,train
Sample_019,-0.12780909,0.13254774,0.49241808,train
Sample_024,-0.1349384,0.13730675,0.55095017,train
Sample_025,-0.17818208,0.16616526,0.9043523,train
Sample_026,-0.1661058,0.15811187,0.8068363,train
Sample_027,0.048126243,-0.047949113,-0.15877213,train
Sample_028,1.0875669,-1.3063816,-1.5660816,train
Sample_030,0.34277916,-0.40458193,-0.5572152,train
Sample_002,-0.0061426386,0.011736214,-0.00991782,valid
Sample_023,0.9680333,-1.1619076,-1.4055393,valid
Sample_029,0.27567664,-0.32353497,-0.46754983,valid
