,Gene3,Gene1,Gene2,split
Sample_001,-0.09536055,0.11629777,0.16652805,train
Sample_003,-0.10007352,0.11954868,0.2116132,train
Sample_004,-0.07664069,0.10213086,-0.0030134043,train
Sample_005,0.18654764,-0.21841517,-0.3626414,train
Sample_006,0.37272805,-0.44526574,-0.61642057,train
Sample_007,-0.07664069,0.10213086,-0.0030134043,train
Sample_008,-0.19740778,0.19234365,1.1027731,train
Sample_009,-0.09091244,0.112739176,0.12770483,train
Sample_010,0.73616004,-0.8879789,-1.1125205,train
Sample_012,-0.20538175,0.1978252,1.1761554,train
Sample_013,-0.05498752,0.07032342,0.056571398,train
Sample_014,-0.07664069,0.10213086,-0.0030134043,train
Sample_016,-0.07688262,0.10252797,-0.0029999174,train
Sample_017,-0.16921198,0.17093989,0.8448681,train
Sample_019,-0.2105279,0.20165035,1.2232901,train
Sample_024,0.3608677,-0.4308181,-0.60023075,train
Sample_025,-0.09334785,0.114549436,0.15001129,train
Sample_026,0.3192686,-0.3801444,-0.54344624,train
Sample_027,0.20157328,-0.23677433,-0.38278717,train
Sample_028,0.56855935,-0.6838288,-0.88417304,train
Sample_030,0.23779798,-0.28090128,-0.4322354,train
Sample_002,-0.14067534,0.15019956,0.5805939,valid
Sample_023,-0.13831261,0.14843655,0.5588829,valid
Sample_029,-0.07715503,0.10280227,-0.0030851685,valid
