,Gene3,Gene1,Gene2,split
Sample_001,-0.08516452,0.09262526,0.27651194,train
Sample_003,0.12194006,-0.13275653,-0.22500108,train
Sample_004,0.15188411,-0.16865803,-0.2652103,train
Sample_005,0.7146261,-0.84354925,-1.0215212,train
Sample_006,-0.20598894,0.1666275,1.129258,train
Sample_007,0.019596301,-0.010173358,-0.08826912,train
Sample_008,-0.048096854,0.06992216,0.014898389,train
Sample_009,-0.06368302,0.07946833,0.1249013,train
Sample_010,-0.1495221,0.13204283,0.73073035,train
Sample_012,-0.046072006,0.068681985,0.0006075527,train
Sample_013,-0.046072006,0.068681985,0.0006075527,train
Sample_014,-0.09958682,0.101458594,0.37830064,train
Sample_016,0.21124923,-0.23997492,-0.34561133,train
Sample_017,-0.23601678,0.18502845,1.3400108,train
Sample_019,0.07271158,-0.07373391,-0.15889648,train
Sample_024,1.0746162,-1.2749702,-1.5042661,train
Sample_025,-0.046072006,0.068681985,0.0006075527,train
Sample_026,-0.1545332,0.13511202,0.76609737,train
Sample_027,1.3554072,-1.6116253,-1.8813156,train
Sample_028,-0.11110412,0.108512685,0.45958665,train
Sample_030,-0.046581626,0.06917732,0.00059137185,train
Sample_002,-0.07504536,0.08681083,0.19883406,valid
Sample_023,0.32252067,-0.3734804,-0.4956068,valid
Sample_029,0.21195269,-0.24089146,-0.34714594,valid
