,LatDim_0,LatDim_1,split
Sample_001,0.713086,1.2968526,train
Sample_003,-1.0221554,-1.1917976,train
Sample_004,-0.58208954,1.1202797,train
Sample_005,-0.80564535,0.51547927,train
Sample_006,1.4211069,0.13736217,train
Sample_007,-0.47996747,0.26518753,train
Sample_008,-0.6634253,-0.17705548,train
Sample_009,-0.079213746,-0.009520597,train
Sample_010,0.90810883,-0.7488011,train
Sample_012,-1.387449,0.29696032,train
Sample_013,-0.6939002,0.2694797,train
Sample_014,0.50656885,0.26789072,train
Sample_016,0.7458799,-0.039894253,train
Sample_017,1.3396505,-0.8878289,train
Sample_019,0.003743658,-0.10075024,train
Sample_024,2.2195756,-1.2172016,train
Sample_025,1.2684269,2.4343731,train
Sample_026,-0.6507919,-2.235997,train
Sample_027,-0.12958612,-0.31765875,train
Sample_028,-1.0147043,0.90482426,train
Sample_030,0.94599193,1.2192893,train
Sample_002,0.46034312,0.66424155,valid
Sample_023,0.14081943,0.7104286,valid
Sample_029,0.67905205,-0.26514107,valid
