,LatDim_0,LatDim_1,split
Sample_001,-0.7132862,-1.2924495,train
Sample_003,2.035113,-0.16778173,train
Sample_004,-0.28436232,-0.3781833,train
Sample_005,-0.23934525,-0.6142175,train
Sample_006,-0.6326537,2.8965924,train
Sample_007,-0.5640255,-0.28222257,train
Sample_008,0.6108137,0.37032425,train
Sample_009,-1.4107819,0.89336765,train
Sample_010,0.36460984,-1.7193525,train
Sample_012,1.6414595,-0.6242696,train
Sample_013,-1.1513987,1.5552441,train
Sample_014,-2.1888502,1.3465002,train
Sample_016,-1.1252313,0.6040994,train
Sample_017,0.54822814,0.6133711,train
Sample_019,-0.1719404,-0.7775097,train
Sample_024,-0.9963601,0.70512116,train
Sample_025,-0.44168893,-0.093255185,train
Sample_026,-1.4838948,1.619188,train
Sample_027,0.11413514,-0.08399749,train
Sample_028,-0.44986144,0.6718064,train
Sample_030,-0.81386167,-0.86577666,train
Sample_002,-0.586957,0.3691535,valid
Sample_023,-0.06385754,0.69466925,valid
Sample_029,0.30306777,-0.8203086,valid
