,LatDim_0,LatDim_1,split
Sample_001,0.64659023,0.97147876,train
Sample_003,1.7163721,-0.64133316,train
Sample_004,-0.49808362,1.5533178,train
Sample_005,-2.0247996,-2.346254,train
Sample_006,-0.9741914,-0.5556979,train
Sample_007,-1.6952524,-1.5679234,train
Sample_008,0.13820451,0.21884698,train
Sample_009,-0.5183197,0.9820114,train
Sample_010,1.1529683,-1.2554798,train
Sample_012,0.6096411,-0.10664888,train
Sample_013,-0.59374124,0.0017478702,train
Sample_014,-0.011549063,0.2956958,train
Sample_016,-0.20003983,2.1250029,train
Sample_017,0.828302,-1.7605058,train
Sample_019,-0.13861257,-0.37669185,train
Sample_024,1.1662914,1.0329652,train
Sample_025,0.17309047,2.047304,train
Sample_026,0.9137337,-1.1978043,train
Sample_027,0.26876,0.5807648,train
Sample_028,0.27138782,-1.8869611,train
Sample_030,0.072646335,0.51167786,train
Sample_002,-0.4100379,0.2835763,valid
Sample_023,1.2917035,0.59903467,valid
Sample_029,-0.4102535,0.412961,valid
