,Gene3,Gene1,Gene2,split
Sample_001,0.50326586,-0.60573304,-0.80037266,train
Sample_003,-0.080247596,0.10592556,-0.0036997595,train
Sample_004,-0.080247596,0.10592556,-0.0036997595,train
Sample_005,-0.116158426,0.13273494,0.33168527,train
Sample_006,-0.08027049,0.10626509,-0.0036198823,train
Sample_007,-0.14402212,0.1535367,0.591915,train
Sample_008,-0.100965224,0.12139239,0.18979013,train
Sample_009,-0.080247596,0.10592556,-0.0036997595,train
Sample_010,0.9138191,-1.1063851,-1.3604505,train
Sample_012,0.4400245,-0.5285705,-0.7137925,train
Sample_013,-0.12737063,0.14110546,0.43640038,train
Sample_014,0.019201376,-0.0151048675,-0.13943744,train
Sample_016,-0.16138299,0.16717422,0.75869054,train
Sample_017,-0.11519949,0.13201904,0.32272947,train
Sample_019,-0.08475725,0.10929226,0.03841764,train
Sample_024,-0.080247596,0.10592556,-0.0036997595,train
Sample_025,-0.21724996,0.20820525,1.275818,train
Sample_026,-0.026974492,0.040956527,-0.07640949,train
Sample_027,0.26585007,-0.3161567,-0.47607076,train
Sample_028,-0.14718837,0.15590048,0.62148577,train
Sample_030,0.09566849,-0.10840572,-0.24384461,train
Sample_002,-0.08702523,0.11138676,0.05811707,valid
Sample_023,0.3253891,-0.38903084,-0.55814856,valid
Sample_029,0.07116951,-0.07867629,-0.21088515,valid
