,LatDim_0,LatDim_1,split
Sample_001,0.019007873,-1.1938963,train
Sample_003,0.5846616,0.5447529,train
Sample_004,1.1383085,-0.24431454,train
Sample_005,-0.343351,-0.41417357,train
Sample_006,0.058684215,-1.1267413,train
Sample_007,-0.53957844,0.3779792,train
Sample_008,-0.6771861,1.8221794,train
Sample_009,-0.94579405,-0.8171511,train
Sample_010,0.7079423,0.51787335,train
Sample_012,1.7528836,0.12339179,train
Sample_013,0.6194625,-0.27967796,train
Sample_014,1.3088306,-0.43208995,train
Sample_016,0.4204269,0.7861157,train
Sample_017,0.24567704,0.4560813,train
Sample_019,0.39703673,2.5087516,train
Sample_024,1.0797402,0.044696078,train
Sample_025,1.5985885,-0.1255719,train
Sample_026,-0.73978007,-0.20561291,train
Sample_027,0.84979564,0.86278456,train
Sample_028,-0.48836088,1.2070355,train
Sample_030,0.087572925,-1.028082,train
Sample_002,0.6561176,-0.51094264,valid
Sample_023,0.052234672,-0.8661321,valid
Sample_029,-0.252815,-0.28509867,valid
