,LatDim_0,LatDim_1,split
Sample_001,-0.13061729,-0.18519887,train
Sample_003,-0.18606248,0.31319842,train
Sample_004,1.0211741,1.0582644,train
Sample_005,0.9177499,-2.341788,train
Sample_006,-0.42727035,-0.9990031,train
Sample_007,0.085990116,1.5187811,train
Sample_008,-0.39502692,-0.74708664,train
Sample_009,0.008635678,-0.7661802,train
Sample_010,-0.49953276,0.4194185,train
Sample_012,0.5829721,1.0655895,train
Sample_013,0.47085682,1.0046532,train
Sample_014,-1.0040922,0.89366704,train
Sample_016,-1.840886,2.0328107,train
Sample_017,-0.30326295,0.038379427,train
Sample_019,-0.5561507,-0.39842087,train
Sample_024,1.291371,-0.588759,train
Sample_025,-0.049598858,0.8077776,train
Sample_026,1.2714407,-0.38209158,train
Sample_027,1.3977215,2.5759768,train
Sample_028,-1.3231206,0.16267292,train
Sample_030,1.1005669,-0.4790195,train
Sample_002,1.6126293,-1.0067497,valid
Sample_023,0.6946214,0.011406355,valid
Sample_029,-0.37790087,0.5041206,valid
