,Gene3,Gene1,Gene2,split
Sample_001,-0.06233126,0.06723133,0.33177894,train
Sample_003,-0.28552467,0.21814796,1.7704968,train
Sample_004,0.4642145,-0.53005064,-0.61731714,train
Sample_005,-0.04337326,0.0544125,0.20957454,train
Sample_006,0.5424032,-0.6224803,-0.7203772,train
Sample_007,-0.013215205,0.034165297,0.010959355,train
Sample_008,0.5417195,-0.6219057,-0.7206096,train
Sample_009,-0.013253341,0.034046315,0.015419736,train
Sample_010,-0.012592399,0.033599406,0.011159256,train
Sample_012,-0.2666362,0.20567212,1.6469221,train
Sample_013,-0.012592399,0.033599406,0.011159256,train
Sample_014,-0.09147939,0.086940415,0.51966953,train
Sample_016,0.32697296,-0.36781266,-0.43641984,train
Sample_017,0.4266245,-0.48583487,-0.56888026,train
Sample_019,-0.22432034,0.17676345,1.3759701,train
Sample_024,0.44334656,-0.50560445,-0.5909249,train
Sample_025,0.11648048,-0.118982136,-0.15897094,train
Sample_026,-0.19060493,0.1539661,1.1586386,train
Sample_027,0.47141203,-0.5385591,-0.6268042,train
Sample_028,-0.08302711,0.08122523,0.46518558,train
Sample_030,1.3792353,-1.6117288,-1.8234006,train
Sample_002,-0.1427919,0.12202663,0.84381235,valid
Sample_023,0.25082082,-0.27811468,-0.3380847,valid
Sample_029,-0.013812844,0.034765154,0.010821917,valid
