,Gene3,Gene1,Gene2,split
Sample_001,0.63246155,-0.741376,-0.898197,train
Sample_003,0.37543562,-0.43418506,-0.5541602,train
Sample_004,0.20864917,-0.23512879,-0.33203298,train
Sample_005,-0.26757285,0.20289595,1.564002,train
Sample_006,-0.11425753,0.1081428,0.5117721,train
Sample_007,-0.24351445,0.18793043,1.3987982,train
Sample_008,0.07647672,-0.07687696,-0.1539948,train
Sample_009,0.13304959,-0.14449143,-0.22971928,train
Sample_010,-0.10927203,0.10506536,0.47755918,train
Sample_012,0.048303343,-0.04340282,-0.1172996,train
Sample_013,-0.043672234,0.064571954,0.027380297,train
Sample_014,0.04597697,-0.04042442,-0.11316999,train
Sample_016,0.78102624,-0.9189368,-1.0970552,train
Sample_017,-0.17250088,0.14409521,0.91146725,train
Sample_019,-0.06595713,0.07832796,0.18031046,train
Sample_024,0.50816375,-0.5932592,-0.7331396,train
Sample_025,0.9078127,-1.0704688,-1.2667626,train
Sample_026,-0.111979544,0.10673665,0.49613947,train
Sample_027,0.29453772,-0.33749795,-0.4458759,train
Sample_028,-0.20542291,0.16441733,1.1373949,train
Sample_030,-0.040528312,0.06281343,0.0016627718,train
Sample_002,-0.04103002,0.06335084,0.0015200259,valid
Sample_023,0.5806148,-0.6802262,-0.8313213,valid
Sample_029,-0.04103002,0.06335084,0.0015200259,valid
