,LatDim_0,LatDim_1,split
Sample_001,1.7812309,0.21007463,train
Sample_003,2.2237275,0.482484,train
Sample_004,-0.5917065,1.2306231,train
Sample_005,-0.24009275,0.49346402,train
Sample_006,0.17131679,0.76613533,train
Sample_007,0.91142213,0.49029723,train
Sample_008,1.3891007,-1.3142205,train
Sample_009,-0.61216223,0.36212543,train
Sample_010,0.53440577,-0.35077322,train
Sample_012,-1.8734885,1.7076341,train
Sample_013,-1.219626,-0.0462052,train
Sample_014,-0.98985016,-0.8356962,train
Sample_016,0.009374455,-0.47695056,train
Sample_017,-0.6030632,-0.21854821,train
Sample_019,1.1095937,-0.43216103,train
Sample_024,0.055292845,-1.0540451,train
Sample_025,-1.5491353,0.20601687,train
Sample_026,-0.6796604,1.3254166,train
Sample_027,2.266139,0.9298893,train
Sample_028,0.77925694,0.5674406,train
Sample_030,-1.4240215,-0.39029083,train
Sample_002,-1.0332592,-1.6033735,valid
Sample_023,0.44389692,1.0283531,valid
Sample_029,-1.7643776,-0.038480267,valid
