,LatDim_0,LatDim_1,split
Sample_001,2.003003,1.163682,train
Sample_003,0.37341058,-0.23759604,train
Sample_004,0.18432015,0.7131142,train
Sample_005,-1.1235067,-0.4273314,train
Sample_006,-0.36392587,-0.9412449,train
Sample_007,0.09304243,-0.33745116,train
Sample_008,0.9051196,-0.030553117,train
Sample_009,-0.3737772,0.16771016,train
Sample_010,-0.24909404,1.70355,train
Sample_012,-1.8857099,-1.6394079,train
Sample_013,1.0065336,-1.6889348,train
Sample_014,0.06209967,1.0112946,train
Sample_016,-0.92476106,-0.66267425,train
Sample_017,-0.7689758,-0.047761027,train
Sample_019,0.6905665,-0.19389436,train
Sample_024,-0.029757753,-0.47336468,train
Sample_025,0.11303764,0.44897032,train
Sample_026,-1.4708588,1.5229911,train
Sample_027,1.863344,1.2784511,train
Sample_028,0.3969703,-2.998456,train
Sample_030,-0.9209369,-0.3220301,train
Sample_002,-1.0555956,-0.69452715,valid
Sample_023,0.72713006,-0.31251737,valid
Sample_029,1.5169622,0.5720191,valid
