,Gene3,Gene1,Gene2,split
Sample_001,-0.18866467,0.1541394,1.0263373,train
Sample_003,-0.07434518,0.08310762,0.24423993,train
Sample_004,-0.15899365,0.13570347,0.82334805,train
Sample_005,-0.106328785,0.10298045,0.4630503,train
Sample_006,-0.19081707,0.15547678,1.0410625,train
Sample_007,-0.22900584,0.1790722,1.3005669,train
Sample_008,-0.038947236,0.0611133,0.0020709368,train
Sample_009,-0.14291152,0.12571093,0.71332496,train
Sample_010,-0.06721375,0.07892988,0.19226527,train
Sample_012,0.6217245,-0.72801054,-0.881434,train
Sample_013,0.56016916,-0.65468323,-0.8002496,train
Sample_014,-0.10388376,0.10146125,0.44632307,train
Sample_016,-0.039436586,0.061737016,0.0019872806,train
Sample_017,0.8250691,-0.9708907,-1.1533633,train
Sample_019,0.9720968,-1.1465044,-1.349981,train
Sample_024,0.21833102,-0.24618667,-0.34198287,train
Sample_025,-0.038947236,0.0611133,0.0020709368,train
Sample_026,0.8152444,-0.95915574,-1.1402248,train
Sample_027,0.5821719,-0.6809725,-0.82968795,train
Sample_028,-0.06033042,0.07439962,0.14836034,train
Sample_030,-0.08770923,0.09141129,0.33566782,train
Sample_002,-0.061815638,0.0757715,0.15188947,valid
Sample_023,-0.2092893,0.16680396,1.163928,valid
Sample_029,0.35045412,-0.4043278,-0.5207217,valid
