,LatDim_0,LatDim_1,split
Sample_001,-1.52634,1.4219244,train
Sample_003,0.33132476,-1.5362284,train
Sample_004,-0.8959598,1.0657996,train
Sample_005,-0.2607856,-0.19477002,train
Sample_006,0.66725427,-1.7868046,train
Sample_007,0.9651786,-1.2954792,train
Sample_008,1.3384306,-0.6780705,train
Sample_009,-0.52895564,-1.3693355,train
Sample_010,-1.6846619,2.3482125,train
Sample_012,-3.6076741,-0.9327611,train
Sample_013,-0.0077027455,1.4054745,train
Sample_014,-0.44675356,1.0040514,train
Sample_016,0.4871568,-1.7615224,train
Sample_017,-1.1902727,-1.2535529,train
Sample_019,1.0822904,-0.036446895,train
Sample_024,-1.4390098,2.4370325,train
Sample_025,-0.4510199,-0.9705945,train
Sample_026,-0.18879211,-0.87125623,train
Sample_027,0.66148275,1.5072795,train
Sample_028,-0.6833328,-0.288643,train
Sample_030,0.7644657,2.0862947,train
Sample_002,0.75471646,-1.0606513,valid
Sample_023,0.68183696,0.7393799,valid
Sample_029,-0.0011337921,0.44428164,valid
