,Gene3,Gene1,Gene2,split
Sample_001,0.30535397,-0.36390445,-0.52876014,train
Sample_003,-0.079521745,0.105173685,-0.0033176132,train
Sample_004,0.11529664,-0.13223538,-0.26940858,train
Sample_005,-0.08284889,0.107645206,0.027381672,train
Sample_006,-0.26529282,0.24317086,1.7107757,train
Sample_007,0.033810854,-0.032987453,-0.15800199,train
Sample_008,-0.079521745,0.105173685,-0.0033176132,train
Sample_009,-0.079521745,0.105173685,-0.0033176132,train
Sample_010,0.072562315,-0.08014464,-0.21109347,train
Sample_012,-0.10425651,0.12354752,0.22490783,train
Sample_013,0.25710934,-0.3052055,-0.46277565,train
Sample_014,0.22152904,-0.26183036,-0.41421312,train
Sample_016,-0.009161934,0.019399673,-0.09934968,train
Sample_017,-0.07967574,0.10542489,-0.0033500034,train
Sample_019,0.029059686,-0.027195416,-0.15151726,train
Sample_024,-0.20294496,0.1968567,1.1354975,train
Sample_025,0.1666452,-0.19492272,-0.33930373,train
Sample_026,0.36368066,-0.43512407,-0.6082317,train
Sample_027,-0.079521745,0.105173685,-0.0033176132,train
Sample_028,-0.15119115,0.15841219,0.6579696,train
Sample_030,-0.22048646,0.20987391,1.2975142,train
Sample_002,-0.07987323,0.10562595,-0.0034620457,valid
Sample_023,0.057389908,-0.061693497,-0.19075494,valid
Sample_029,-0.0012263581,0.009757884,-0.11077418,valid
