,Gene3,Gene1,Gene2,split
Sample_001,-0.2576912,0.19124378,1.6912584,train
Sample_003,0.0035333706,0.017016144,0.011704124,train
Sample_004,0.60773414,-0.6940545,-0.7789909,train
Sample_005,1.0697988,-1.2379179,-1.3841767,train
Sample_006,0.40764543,-0.45854434,-0.5169262,train
Sample_007,-0.021230238,0.0333132,0.17453988,train
Sample_008,-0.114060216,0.09544752,0.7659355,train
Sample_009,-0.14410289,0.11537896,0.9626752,train
Sample_010,0.0041883695,0.016336294,0.011498685,train
Sample_012,0.609519,-0.6961553,-0.7813287,train
Sample_013,0.0041883695,0.016336294,0.011498685,train
Sample_014,1.0987211,-1.2720318,-1.4227262,train
Sample_016,-0.18684833,0.14392833,1.236855,train
Sample_017,-0.15742643,0.124277666,1.0481358,train
Sample_019,-0.19847555,0.15175,1.3073654,train
Sample_024,1.2100396,-1.4029853,-1.5678561,train
Sample_025,0.19577825,-0.20917052,-0.23943475,train
Sample_026,0.23768152,-0.25849187,-0.29431725,train
Sample_027,0.0035333706,0.017016144,0.011704124,train
Sample_028,-0.14664285,0.11707539,0.9789672,train
Sample_030,0.5305637,-0.60322267,-0.67791754,train
Sample_002,0.03777521,-0.023447203,-0.03393231,valid
Sample_023,-0.34780714,0.25117987,2.2597613,valid
Sample_029,-0.2097183,0.15921435,1.3745967,valid
