,Gene3,Gene1,Gene2,split
Sample_001,-0.014339376,0.035461232,0.010749016,train
Sample_003,-0.014535788,0.009129543,0.2809899,train
Sample_004,-0.08569738,0.08339903,0.47507665,train
Sample_005,-0.20878042,0.16667153,1.2699885,train
Sample_006,-0.014339376,0.035461232,0.010749016,train
Sample_007,0.1100288,-0.1492229,0.2314449,train
Sample_008,0.14306648,-0.15071532,-0.19601583,train
Sample_009,0.7645967,-0.8855586,-1.0154732,train
Sample_010,-0.013812844,0.034765154,0.010821917,train
Sample_012,0.49667805,-0.56879497,-0.66223556,train
Sample_013,-0.025600584,0.042740215,0.08695114,train
Sample_014,-0.24327222,0.19069424,1.4916887,train
Sample_016,-0.013812844,0.034765154,0.010821917,train
Sample_017,-0.013812844,0.034765154,0.010821917,train
Sample_019,-0.16224672,0.1351889,0.9694582,train
Sample_024,-0.20849703,0.1664798,1.2681583,train
Sample_025,0.06720504,-0.061023355,-0.09599624,train
Sample_026,1.0352106,-1.2055091,-1.3722646,train
Sample_027,0.89902234,-1.044334,-1.1934844,train
Sample_028,-0.110562414,0.1002216,0.6356634,train
Sample_030,-0.075757235,0.07667396,0.41087973,train
Sample_002,0.6901587,-0.79749244,-0.919055,valid
Sample_023,0.26559982,-0.29560497,-0.3593085,valid
Sample_029,-0.057255603,0.06472644,0.28464603,valid
