,LatDim_0,LatDim_1,split
Sample_001,0.51678514,0.10088094,train
Sample_003,3.3474083,-2.7184036,train
Sample_004,-1.2485913,1.0829353,train
Sample_005,-0.5084083,0.9014999,train
Sample_006,0.28339496,0.9684003,train
Sample_007,0.99218345,0.6457665,train
Sample_008,0.94520813,0.7309273,train
Sample_009,1.3419293,1.5066401,train
Sample_010,1.686602,-0.9189777,train
Sample_012,-0.5558286,1.2131563,train
Sample_013,-1.2252139,1.6322876,train
Sample_014,0.19313078,-0.6542607,train
Sample_016,1.4610689,-1.7405715,train
Sample_017,-0.99322164,0.8717224,train
Sample_019,-1.2766353,-0.8558628,train
Sample_024,0.7612609,-1.3277861,train
Sample_025,-1.0367279,-1.217856,train
Sample_026,3.3969865,-1.1453173,train
Sample_027,-0.15008453,-0.055436656,train
Sample_028,-0.15681466,-0.54564995,train
Sample_030,1.0591849,-0.7976241,train
Sample_002,-0.8342515,0.9740493,valid
Sample_023,1.3077095,-0.10488722,valid
Sample_029,0.766202,-0.40243784,valid
