,LatDim_0,LatDim_1,split
Sample_001,0.5983289,0.73183113,train
Sample_003,-0.5945758,1.6694189,train
Sample_004,-0.7028502,-0.5151231,train
Sample_005,-0.14672184,-0.7348593,train
Sample_006,-0.51672107,-0.81476897,train
Sample_007,0.53256357,1.5687536,train
Sample_008,1.6831882,-1.4979808,train
Sample_009,1.7261742,-1.1004105,train
Sample_010,-0.8837717,1.1945535,train
Sample_012,-1.217801,0.173679,train
Sample_013,-0.5440522,2.539568,train
Sample_014,-0.7916266,-0.24022587,train
Sample_016,-0.13709442,0.4527796,train
Sample_017,1.7113041,-0.48767585,train
Sample_019,0.89806473,-0.8620184,train
Sample_024,-0.32404476,-0.03311908,train
Sample_025,0.34985006,1.0417691,train
Sample_026,1.5296295,-0.9825148,train
Sample_027,1.8937471,-1.3785341,train
Sample_028,1.1822844,-1.7591462,train
Sample_030,1.1644247,1.3869579,train
Sample_002,-1.0063614,-0.14330329,valid
Sample_023,-0.58519083,-0.6166368,valid
Sample_029,1.4236542,0.22837238,valid
