,LatDim_0,LatDim_1,split
Sample_001,-0.28160894,1.7382511,train
Sample_003,-0.4069149,-1.5364958,train
Sample_004,0.540411,0.68641704,train
Sample_005,-0.4696857,0.69439626,train
Sample_006,-0.24032678,0.08859497,train
Sample_007,1.2299707,0.9112351,train
Sample_008,0.5618229,0.8843729,train
Sample_009,0.7503387,-0.9177198,train
Sample_010,1.333738,0.27514884,train
Sample_012,1.4266049,0.6617425,train
Sample_013,-1.2688742,-1.408233,train
Sample_014,-0.60397184,0.9506915,train
Sample_016,-0.95229733,-0.3849622,train
Sample_017,0.09282057,-0.16933593,train
Sample_019,0.8684669,-0.6684935,train
Sample_024,0.6144182,0.76415074,train
Sample_025,1.7665927,0.6969383,train
Sample_026,0.20266236,0.32443523,train
Sample_027,0.5367581,-0.66997194,train
Sample_028,1.9060113,1.5843153,train
Sample_030,-0.6214188,-1.2635139,train
Sample_002,-0.21761914,0.64213604,valid
Sample_023,-0.62962204,0.82416975,valid
Sample_029,0.6069747,-0.63863105,valid
