,Gene3,Gene1,Gene2,split
Sample_001,-0.03365714,0.055646867,0.00334108,train
Sample_003,-0.2022155,0.16123238,1.131044,train
Sample_004,0.9447335,-1.1087703,-1.2995913,train
Sample_005,0.54460746,-0.6329419,-0.7678698,train
Sample_006,-0.049639955,0.065658554,0.11027062,train
Sample_007,1.1919941,-1.4030437,-1.6288706,train
Sample_008,-0.22430852,0.17507154,1.2788527,train
Sample_009,-0.03365714,0.055646867,0.00334108,train
Sample_010,-0.03365714,0.055646867,0.00334108,train
Sample_012,0.7654455,-0.89588624,-1.0621079,train
Sample_013,-0.03415086,0.056165993,0.0032509419,train
Sample_014,-0.1336306,0.118282035,0.669849,train
Sample_016,-0.089066684,0.09035559,0.37404656,train
Sample_017,-0.10462995,0.10010448,0.4781692,train
Sample_019,-0.10216986,0.09856346,0.46171048,train
Sample_024,-0.11630003,0.107414655,0.5562453,train
Sample_025,0.7256086,-0.8479819,-1.0077804,train
Sample_026,-0.2184487,0.17124322,1.2382016,train
Sample_027,0.17107216,-0.18800867,-0.2692989,train
Sample_028,0.10026763,-0.103741705,-0.17500784,train
Sample_030,0.57510126,-0.66885793,-0.8073484,train
Sample_002,-0.16497916,0.13791332,0.8776344,valid
Sample_023,0.7020566,-0.8209069,-0.9790122,valid
Sample_029,0.015733767,-0.003346201,-0.064087234,valid
