,LatDim_0,LatDim_1,split
Sample_001,0.92929953,1.5374856,train
Sample_003,0.55507153,-0.53055745,train
Sample_004,1.028617,-1.0138718,train
Sample_005,-0.7941661,2.4144225,train
Sample_006,0.9251394,0.053212684,train
Sample_007,-0.75045943,-0.520912,train
Sample_008,-2.4747262,0.04848598,train
Sample_009,0.75804687,2.6255875,train
Sample_010,0.8777466,-0.55539906,train
Sample_012,1.3691272,-0.24557763,train
Sample_013,2.2586925,0.46084806,train
Sample_014,-1.5315164,-0.029150173,train
Sample_016,2.9914715,-0.6878196,train
Sample_017,-1.117208,-0.61792004,train
Sample_019,1.2945398,-0.7682855,train
Sample_024,1.6807175,-0.94943786,train
Sample_025,0.9819664,-0.24240348,train
Sample_026,0.8964569,-2.1584077,train
Sample_027,-1.1227506,-2.1740186,train
Sample_028,0.47317934,1.4876652,train
Sample_030,0.4602144,0.37572205,train
Sample_002,-0.10271673,0.68916684,valid
Sample_023,-1.6447749,0.59531033,valid
Sample_029,-0.37318128,0.23318675,valid
