,LatDim_0,LatDim_1,split
Sample_001,-1.6673862,-0.47522467,train
Sample_003,-0.24280448,2.0435958,train
Sample_004,-1.3262591,-0.57413584,train
Sample_005,-1.4175485,-1.0402275,train
Sample_006,0.4071815,0.25513092,train
Sample_007,0.28049463,-2.1875072,train
Sample_008,-0.5379449,1.523803,train
Sample_009,-2.1756883,0.016026668,train
Sample_010,-0.33027273,-0.4176659,train
Sample_012,0.7876374,-1.8219635,train
Sample_013,-0.049194276,0.6111153,train
Sample_014,0.25571513,0.10999647,train
Sample_016,-0.14495791,0.8273394,train
Sample_017,0.32924423,-0.57664424,train
Sample_019,0.099083215,-1.0589174,train
Sample_024,-0.9165872,-0.6256513,train
Sample_025,0.09717733,-0.077508606,train
Sample_026,0.46713918,1.0949994,train
Sample_027,-0.1647215,-1.0207002,train
Sample_028,-1.2976315,-0.7104217,train
Sample_030,-1.2373792,0.179104,train
Sample_002,0.16665624,0.15314957,valid
Sample_023,0.88041466,1.6978542,valid
Sample_029,-1.2399403,0.23974326,valid
