,LatDim_0,LatDim_1,split
Sample_001,-0.012366682,0.02673158,train
Sample_003,1.1017042,1.0056304,train
Sample_004,0.3739254,-1.4574523,train
Sample_005,0.19365345,-0.31298023,train
Sample_006,2.5128834,1.4730494,train
Sample_007,-1.4886428,-0.1816544,train
Sample_008,0.29610944,1.1626103,train
Sample_009,0.37706527,-1.3317239,train
Sample_010,0.7709075,0.6511469,train
Sample_012,0.34322086,0.051720887,train
Sample_013,0.061106756,0.34510595,train
Sample_014,-0.46923164,1.3714266,train
Sample_016,0.5151471,0.7619189,train
Sample_017,0.7405444,0.5733377,train
Sample_019,-0.45769563,0.275902,train
Sample_024,-0.10939756,1.3802445,train
Sample_025,0.8342831,-2.2405145,train
Sample_026,-0.49280468,-0.33953777,train
Sample_027,0.50791156,-1.4127762,train
Sample_028,1.0425539,0.6164542,train
Sample_030,-0.73388857,0.13053857,train
Sample_002,0.30617228,0.52498686,valid
Sample_023,1.4208037,0.8079775,valid
Sample_029,-0.025755838,-0.99268484,valid
