,Gene3,Gene1,Gene2,split
Sample_001,0.35246658,-0.41822425,-0.5773764,train
Sample_003,-0.16549686,0.16190018,0.8081604,train
Sample_004,-0.085231766,0.10578688,0.12133729,train
Sample_005,-0.070807464,0.09570286,-0.0020905496,train
Sample_006,0.3049838,-0.36057207,-0.51284105,train
Sample_007,0.043615915,-0.043510333,-0.15844317,train
Sample_008,0.40132937,-0.4775521,-0.6437875,train
Sample_009,-0.20664214,0.1913255,1.1624391,train
Sample_010,0.40456447,-0.48148003,-0.6481844,train
Sample_012,0.3094008,-0.3664065,-0.5199107,train
Sample_013,-0.070807464,0.09570286,-0.0020905496,train
Sample_014,-0.2141115,0.19588667,1.2241529,train
Sample_016,0.34987563,-0.41507837,-0.573855,train
Sample_017,-0.070807464,0.09570286,-0.0020905496,train
Sample_019,-0.070807464,0.09570286,-0.0020905496,train
Sample_024,-0.086950906,0.10698873,0.13604783,train
Sample_025,-0.070807464,0.09570286,-0.0020905496,train
Sample_026,-0.27300203,0.23705699,1.728075,train
Sample_027,-0.118488446,0.1292658,0.4043812,train
Sample_028,-0.070807464,0.09570286,-0.0020905496,train
Sample_030,0.2892413,-0.3419152,-0.49249378,train
Sample_002,0.95839363,-1.1554977,-1.4038064,valid
Sample_023,0.23565352,-0.2770157,-0.42031673,valid
Sample_029,0.07012614,-0.07581916,-0.1950705,valid
