,LatDim_0,LatDim_1,split
Sample_001,-1.3885396,0.88649094,train
Sample_003,0.8704678,0.43710926,train
Sample_004,-0.28174707,-0.49756396,train
Sample_005,-0.36819196,0.7153633,train
Sample_006,1.1725695,0.42755163,train
Sample_007,1.734171,-0.875182,train
Sample_008,0.9260403,0.8150542,train
Sample_009,1.7510253,-0.15143111,train
Sample_010,0.36739475,-0.07662809,train
Sample_012,0.957698,0.47535354,train
Sample_013,1.104482,0.7040147,train
Sample_014,0.868197,2.3594792,train
Sample_016,-1.1903288,0.97142905,train
Sample_017,-1.2566156,0.6764458,train
Sample_019,0.66442764,0.78329295,train
Sample_024,-0.4951113,0.8095895,train
Sample_025,-0.92266977,0.941152,train
Sample_026,0.6980414,1.0256257,train
Sample_027,-0.096474186,0.06448092,train
Sample_028,0.7877147,0.40505996,train
Sample_030,1.4211901,0.3686528,train
Sample_002,2.231557,0.8860165,valid
Sample_023,0.46960184,0.3267122,valid
Sample_029,0.41231534,0.33588794,valid
