,LatDim_0,LatDim_1,split
Sample_001,0.2185431,-0.23056686,train
Sample_003,-0.71470755,1.4869016,train
Sample_004,-0.6252459,1.4763981,train
Sample_005,1.8550154,-0.065332316,train
Sample_006,-1.6272929,-0.7902521,train
Sample_007,-0.027844608,0.29358765,train
Sample_008,-0.37295887,0.34876716,train
Sample_009,0.1895388,-0.005306202,train
Sample_010,-0.8878666,-0.48530304,train
Sample_012,-0.4275039,-0.48808247,train
Sample_013,-0.09506206,0.33841226,train
Sample_014,1.5991721,-0.86103344,train
Sample_016,1.122191,-0.41954318,train
Sample_017,-1.3038037,-0.7862919,train
Sample_019,0.19436662,0.47624716,train
Sample_024,0.8885247,2.3625124,train
Sample_025,-2.213953,1.2653891,train
Sample_026,0.8136886,-1.1345456,train
Sample_027,1.377908,2.6041915,train
Sample_028,-0.84498525,-0.11580246,train
Sample_030,-0.10125162,-0.41794863,train
Sample_002,0.8189621,-0.61922836,valid
Sample_023,1.0474437,0.17904031,valid
Sample_029,0.79926884,0.12101564,valid
