,LatDim_0,LatDim_1,split
Sample_001,-1.7206421,1.551765,train
Sample_003,0.51178116,1.1203889,train
Sample_004,-0.11665501,-0.7113468,train
Sample_005,1.8443427,0.11353458,train
Sample_006,0.7702513,-0.8964497,train
Sample_007,0.38939896,-0.5147018,train
Sample_008,-0.30399495,0.7646865,train
Sample_009,0.44278267,-1.8408599,train
Sample_010,-0.059002798,-1.4316381,train
Sample_012,-0.7449656,-1.2852538,train
Sample_013,1.4813595,0.57224625,train
Sample_014,-0.18595894,1.0448321,train
Sample_016,-0.96597785,0.3499255,train
Sample_017,-0.9997872,1.3497851,train
Sample_019,-2.2910478,0.47261322,train
Sample_024,0.3401061,-0.8127859,train
Sample_025,0.5286814,-0.49187705,train
Sample_026,-0.100620106,0.44195426,train
Sample_027,1.1560822,0.4439768,train
Sample_028,0.7563345,1.1555619,train
Sample_030,-0.4987533,0.78978056,train
Sample_002,-0.2492327,-0.39065588,valid
Sample_023,-0.7636689,-0.73497504,valid
Sample_029,-0.46620333,1.7180141,valid
