,LatDim_0,LatDim_1,split
Sample_001,0.7210773,0.41612768,train
Sample_003,0.16520005,0.21563254,train
Sample_004,0.24405679,-0.5438752,train
Sample_005,-1.0233605,-0.5808603,train
Sample_006,-1.9061575,-0.64513075,train
Sample_007,0.37320942,-1.2803118,train
Sample_008,1.422041,-0.3975863,train
Sample_009,-0.28044984,0.9147999,train
Sample_010,0.19887213,-1.6442051,train
Sample_012,0.6377083,1.2110091,train
Sample_013,0.7371175,0.1267635,train
Sample_014,1.836703,1.0843875,train
Sample_016,-0.5834928,-0.53443134,train
Sample_017,0.33909345,-2.007834,train
Sample_019,2.8006613,1.207476,train
Sample_024,0.3114613,-1.5701725,train
Sample_025,-0.8094562,0.4658211,train
Sample_026,0.8081692,0.38278976,train
Sample_027,-0.80413204,2.6334424,train
Sample_028,-1.9951013,0.33969164,train
Sample_030,-1.2355996,-0.97301656,train
Sample_002,-0.030147247,1.6325468,valid
Sample_023,1.0174412,-0.8373181,valid
Sample_029,-0.30697513,1.2436593,valid
