,Gene3,Gene1,Gene2,split
Sample_001,-0.22914375,0.20510352,1.3473777,train
Sample_003,0.416039,-0.49472263,-0.66187775,train
Sample_004,-0.15489617,0.15374205,0.71767414,train
Sample_005,-0.17810287,0.17019314,0.91465855,train
Sample_006,0.11258717,-0.12654783,-0.24983999,train
Sample_007,-0.12124411,0.13046291,0.43226674,train
Sample_008,0.66699386,-0.7992035,-1.0026332,train
Sample_009,0.7423358,-0.89128155,-1.1063578,train
Sample_010,0.38697493,-0.45945957,-0.6224136,train
Sample_012,-0.176815,0.1689046,0.9035707,train
Sample_013,-0.08687152,0.09514952,0.29770112,train
Sample_014,-0.070089914,0.09507651,-0.0015786609,train
Sample_016,-0.07005961,0.09505555,-0.0018356404,train
Sample_017,0.8392172,-1.0081601,-1.2364842,train
Sample_019,-0.111026764,0.123394966,0.34561205,train
Sample_024,0.05227437,-0.053370953,-0.1679451,train
Sample_025,-0.07050201,0.09537156,-0.002032629,train
Sample_026,-0.006199226,0.01757443,-0.08854756,train
Sample_027,-0.07050201,0.09537156,-0.002032629,train
Sample_028,-0.085318156,0.10561079,0.12757401,train
Sample_030,0.048509657,-0.07631472,0.21293086,train
Sample_002,-0.21260118,0.19483078,1.2112291,valid
Sample_023,0.042803995,-0.042240903,-0.15650368,valid
Sample_029,0.19299918,-0.22460356,-0.36063895,valid
