,LatDim_0,LatDim_1,split
Sample_001,-0.58313537,2.0940142,train
Sample_003,-0.13770589,-0.93863267,train
Sample_004,-0.08094449,-0.45636243,train
Sample_005,-0.6734796,-1.3548172,train
Sample_006,-0.86302865,0.33572716,train
Sample_007,0.36490053,1.9206977,train
Sample_008,1.3282715,0.2959932,train
Sample_009,-0.7552207,-0.48129213,train
Sample_010,-0.48113337,0.12939993,train
Sample_012,0.48193258,2.7394228,train
Sample_013,0.09109681,0.8643626,train
Sample_014,-0.3221313,0.037454143,train
Sample_016,0.013227791,0.14089741,train
Sample_017,1.1188701,0.9066916,train
Sample_019,0.75208294,-0.041427255,train
Sample_024,-1.0701272,-0.3517414,train
Sample_025,2.6453817,1.7253315,train
Sample_026,-0.38547328,0.16824234,train
Sample_027,-0.3870282,-0.7655608,train
Sample_028,0.17476408,0.1979345,train
Sample_030,1.6527207,0.7556096,train
Sample_002,-0.9599427,0.37547848,valid
Sample_023,1.9246356,1.8424681,valid
Sample_029,-0.3323403,-0.6017528,valid
