,Gene3,Gene1,Gene2,split
Sample_001,-0.09385036,0.11470086,0.15810874,train
Sample_003,0.46413672,-0.5564724,-0.7406078,train
Sample_004,-0.07613618,0.10159673,-0.0028342926,train
Sample_005,-0.07613618,0.10159673,-0.0028342926,train
Sample_006,-0.043662123,0.061756197,-0.043520086,train
Sample_007,-0.07613618,0.10159673,-0.0028342926,train
Sample_008,-0.08447729,0.1077671,0.07294926,train
Sample_009,-0.12233317,0.13577114,0.4168907,train
Sample_010,0.27820763,-0.3298509,-0.48626575,train
Sample_012,-0.081157714,0.10539453,0.040698335,train
Sample_013,-0.11410992,0.12968795,0.34217793,train
Sample_014,1.4209983,-1.7213085,-2.045376,train
Sample_016,-0.07460709,0.09973491,-0.004920435,train
Sample_017,-0.20048043,0.19384475,1.1295897,train
Sample_019,-0.14059891,0.14928329,0.5828449,train
Sample_024,0.2290085,-0.2700961,-0.41970992,train
Sample_025,-0.18209058,0.17997691,0.95981944,train
Sample_026,-0.07491746,0.10011282,-0.0044969944,train
Sample_027,-0.14178818,0.15016307,0.5936502,train
Sample_028,-0.15274465,0.15826815,0.6931957,train
Sample_030,0.18395045,-0.2150837,-0.35767063,train
Sample_002,-0.08703649,0.09860964,0.27684212,valid
Sample_023,-0.10530456,0.12343696,0.25952557,valid
Sample_029,-0.13339137,0.14431413,0.516779,valid
