,LatDim_0,LatDim_1,split
Sample_001,1.3997289,1.029177,train
Sample_003,-0.86919296,-0.19231789,train
Sample_004,-1.4160467,-0.9726633,train
Sample_005,0.49221778,0.711746,train
Sample_006,1.0335054,-0.65271384,train
Sample_007,-2.5264747,0.97581244,train
Sample_008,0.521475,-0.05441784,train
Sample_009,-0.33086425,-0.11425935,train
Sample_010,-0.22104822,1.0534743,train
Sample_012,-0.5431309,-0.089540936,train
Sample_013,0.46234345,1.5443311,train
Sample_014,0.9611595,-0.43519026,train
Sample_016,-0.26954877,1.317421,train
Sample_017,0.8171021,3.124762,train
Sample_019,0.61926746,2.1518524,train
Sample_024,-0.36523327,0.10179508,train
Sample_025,-1.1568371,0.35388812,train
Sample_026,-1.0229121,-0.75159234,train
Sample_027,-0.17515445,-0.52149916,train
Sample_028,2.3659654,0.41036132,train
Sample_030,2.314387,1.0735859,train
Sample_002,-0.8218777,2.409787,valid
Sample_023,0.45593905,-0.5075767,valid
Sample_029,0.8588128,-0.852798,valid
