,LatDim_0,LatDim_1,split
Sample_001,-1.3171107,-0.29644397,train
Sample_003,-0.15135665,1.0957397,train
Sample_004,0.40839705,0.6001112,train
Sample_005,0.5862199,0.32055452,train
Sample_006,1.3224086,1.0141228,train
Sample_007,0.044560377,0.759131,train
Sample_008,0.8500733,1.6278604,train
Sample_009,-1.1986724,0.07352513,train
Sample_010,1.942018,-0.746984,train
Sample_012,-0.8330126,-0.40118644,train
Sample_013,-0.27666232,0.30449307,train
Sample_014,0.19411203,-0.97672313,train
Sample_016,-0.6301474,-2.5489779,train
Sample_017,1.7205502,-0.64500105,train
Sample_019,-0.70964265,-0.44030967,train
Sample_024,-0.32655907,-0.84679544,train
Sample_025,-0.95548624,0.53080803,train
Sample_026,-1.2883546,0.30647534,train
Sample_027,-1.2617896,1.1034727,train
Sample_028,0.11097456,-0.35829675,train
Sample_030,-0.6988928,-0.7035651,train
Sample_002,-1.6157715,-0.94282025,valid
Sample_023,1.1624291,1.4077681,valid
Sample_029,1.264413,-0.22056067,valid
