,Gene3,Gene1,Gene2,split
Sample_001,-0.12846546,0.115573645,0.6279176,train
Sample_003,-0.2423304,0.18658775,1.3963133,train
Sample_004,0.7596408,-0.89057595,-1.0586925,train
Sample_005,0.07836592,-0.07834632,-0.1496037,train
Sample_006,0.2458507,-0.27802503,-0.3730943,train
Sample_007,1.0372623,-1.2215619,-1.4291488,train
Sample_008,-0.07275216,0.08082695,0.2519471,train
Sample_009,-0.063291654,0.07492672,0.18810461,train
Sample_010,0.64786524,-0.75761575,-0.91067237,train
Sample_012,-0.26243496,0.19938976,1.5328124,train
Sample_013,0.6433531,-0.75193536,-0.90351886,train
Sample_014,-0.060346723,0.07309005,0.1682313,train
Sample_016,-0.15668616,0.13317405,0.8183596,train
Sample_017,0.029462863,-0.02011422,-0.08518045,train
Sample_019,-0.058147818,0.07171866,0.15339242,train
Sample_024,0.6237347,-0.7285459,-0.8773402,train
Sample_025,-0.2226033,0.17428458,1.2631888,train
Sample_026,-0.0363571,0.05838213,0.0026812067,train
Sample_027,-0.0363571,0.05838213,0.0026812067,train
Sample_028,0.07646157,-0.076075904,-0.14706253,train
Sample_030,-0.03582884,0.05779899,0.0027770752,train
Sample_002,0.017496899,-0.0059291534,-0.070042476,valid
Sample_023,-0.14697413,0.12752762,0.74903834,valid
Sample_029,0.2600947,-0.295349,-0.39400584,valid
