,LatDim_0,LatDim_1,split
Sample_001,-1.1489795,0.79748785,train
Sample_003,0.028023914,0.4945253,train
Sample_004,1.8946869,-1.2025106,train
Sample_005,1.2623914,0.11514732,train
Sample_006,1.159609,0.29924908,train
Sample_007,-1.1004589,0.15748885,train
Sample_008,0.4678063,-1.1191417,train
Sample_009,0.82130635,-0.24064794,train
Sample_010,0.3586582,-1.1841938,train
Sample_012,-0.12930977,0.50453097,train
Sample_013,-1.4363374,0.08385303,train
Sample_014,-0.32951438,-0.079523705,train
Sample_016,-1.1617366,-1.9727091,train
Sample_017,0.0880282,1.6390823,train
Sample_019,0.5221926,-1.6427912,train
Sample_024,0.9145122,0.6537352,train
Sample_025,0.5763332,-0.65374374,train
Sample_026,0.22756971,0.53612643,train
Sample_027,0.109199345,0.12417574,train
Sample_028,1.2506359,0.5873184,train
Sample_030,-0.22536105,0.37182558,train
Sample_002,-0.3298281,-0.87046057,valid
Sample_023,-0.035589337,0.7096005,valid
Sample_029,-1.5140367,-0.80575657,valid
