,Gene3,Gene1,Gene2,split
Sample_001,-0.09694046,0.09692807,0.40463045,train
Sample_003,0.6423157,-0.7517428,-0.90644,train
Sample_004,-0.009960761,0.026746236,-0.034940377,train
Sample_005,0.039633386,-0.03244416,-0.1012026,train
Sample_006,-0.3136536,0.23211941,1.881287,train
Sample_007,-0.038445927,0.060574837,0.0022214707,train
Sample_008,0.76721036,-0.900804,-1.0733105,train
Sample_009,-0.11897222,0.110672064,0.55475223,train
Sample_010,-0.15259996,0.13164993,0.7838875,train
Sample_012,0.4225191,-0.48979628,-0.61393696,train
Sample_013,-0.038445927,0.060574837,0.0022214707,train
Sample_014,-0.03790964,0.0601031,0.0024018302,train
Sample_016,0.9721432,-1.1453904,-1.347119,train
Sample_017,-0.248638,0.19134048,1.4375076,train
Sample_019,0.28408408,-0.32419503,-0.4278106,train
Sample_024,-0.073041454,0.08209756,0.23845531,train
Sample_025,-0.03790964,0.0601031,0.0024018302,train
Sample_026,-0.11269275,0.106754765,0.5119647,train
Sample_027,-0.14116004,0.1245134,0.70593727,train
Sample_028,0.40665144,-0.47047862,-0.59157157,train
Sample_030,-0.049949832,0.067614086,0.084442206,train
Sample_002,-0.20240957,0.1626797,1.1203705,valid
Sample_023,0.93575466,-1.1030964,-1.3013812,valid
Sample_029,0.6594811,-0.773108,-0.9319253,valid
