,Gene3,Gene1,Gene2,split
Sample_001,-0.07382421,0.09894452,-0.0028409807,train
Sample_003,-0.14387025,0.15046635,0.622447,train
Sample_004,-0.13215801,0.14233841,0.5176708,train
Sample_005,-0.13832349,0.14638647,0.57293195,train
Sample_006,-0.0822736,0.105417944,0.070739746,train
Sample_007,0.85496104,-1.0322646,-1.2703431,train
Sample_008,-0.04970061,0.06956779,-0.03574618,train
Sample_009,-0.084793285,0.10701274,0.0950779,train
Sample_010,0.697854,-0.84077346,-1.0554296,train
Sample_012,-0.20148481,0.19284433,1.1367615,train
Sample_013,-0.122653194,0.1348603,0.4330463,train
Sample_014,-0.15787037,0.16136865,0.7480364,train
Sample_016,0.374229,-0.44667628,-0.6139969,train
Sample_017,-0.1688348,0.16882885,0.8453009,train
Sample_019,0.25939786,-0.30683964,-0.4573643,train
Sample_024,-0.09095272,0.11154327,0.15006198,train
Sample_025,-0.07382421,0.09894452,-0.0028409807,train
Sample_026,0.87079227,-1.0513706,-1.2913218,train
Sample_027,-0.07382421,0.09894452,-0.0028409807,train
Sample_028,-0.0740717,0.09934755,-0.0027438484,train
Sample_030,0.30321765,-0.3602016,-0.5171356,train
Sample_002,-0.10462001,0.12212304,0.26897794,valid
Sample_023,0.9321809,-1.1265234,-1.3763386,valid
Sample_029,0.35869923,-0.4279034,-0.5937288,valid
