,Gene3,Gene1,Gene2,split
Sample_001,-0.118410945,0.12487671,0.41634116,train
Sample_003,-0.11684803,0.123855144,0.4037371,train
Sample_004,0.84794873,-1.0150859,-1.238819,train
Sample_005,-0.08189224,0.10100694,0.12183783,train
Sample_006,-0.06688442,0.09152617,-0.0009236392,train
Sample_007,0.08304392,-0.08996233,-0.20346424,train
Sample_008,-0.055171493,0.07735783,-0.016772844,train
Sample_009,-0.1713058,0.15945046,0.8429091,train
Sample_010,0.7056525,-0.8427788,-1.0455462,train
Sample_012,0.5295049,-0.629793,-0.8073055,train
Sample_013,-0.12728962,0.13068008,0.48794276,train
Sample_014,-0.15046835,0.1467291,0.67738825,train
Sample_016,-0.13829991,0.13787676,0.5767347,train
Sample_017,0.8373786,-1.0020531,-1.2237065,train
Sample_019,-0.06666194,0.091051936,-0.000986138,train
Sample_024,0.022296637,-0.0165108,-0.12130316,train
Sample_025,-0.15090235,0.14701572,0.6809103,train
Sample_026,0.63066953,-0.7521144,-0.94413126,train
Sample_027,-0.018258661,0.032525945,-0.06645187,train
Sample_028,-0.18943177,0.17129815,0.9890851,train
Sample_030,-0.07794742,0.09842848,0.09002506,train
Sample_002,-0.12930804,0.13320798,0.5059329,valid
Sample_023,-0.13814256,0.13909125,0.5780243,valid
Sample_029,0.79417735,-0.9505864,-1.1671492,valid
