,LatDim_0,LatDim_1,split
Sample_001,0.66988075,0.09924521,train
Sample_003,-2.6101239,0.47957668,train
Sample_004,-0.18398911,0.8146891,train
Sample_005,1.5787939,0.116171844,train
Sample_006,-0.34201604,1.3889558,train
Sample_007,-2.0289836,0.9467809,train
Sample_008,1.5432775,0.42273587,train
Sample_009,0.1882198,0.99682814,train
Sample_010,-2.047432,1.2038271,train
Sample_012,0.112307504,2.616555,train
Sample_013,-0.46317023,0.6343479,train
Sample_014,1.3838116,-0.99108636,train
Sample_016,-0.1888397,0.9566668,train
Sample_017,-2.178031,-0.2629972,train
Sample_019,2.012547,-1.5295657,train
Sample_024,-0.038892623,-0.8381856,train
Sample_025,0.47425196,-0.6710222,train
Sample_026,0.37292725,1.4417224,train
Sample_027,-0.9448687,1.7836742,train
Sample_028,-0.52443165,-1.028166,train
Sample_030,1.9392076,-1.2104801,train
Sample_002,0.56002456,0.6890577,valid
Sample_023,-0.10380499,-0.48421958,valid
Sample_029,0.7329981,-0.3043506,valid
