,Gene3,Gene1,Gene2,split
Sample_001,-0.034693595,0.056723822,0.0031366055,train
Sample_003,-0.2355936,0.1819178,1.3516101,train
Sample_004,-0.017246434,0.02791584,0.05586561,train
Sample_005,0.14710565,-0.15983887,-0.2392168,train
Sample_006,0.3343432,-0.38287973,-0.48881987,train
Sample_007,-0.051860835,0.06742185,0.11836591,train
Sample_008,-0.087518185,0.0896423,0.35770383,train
Sample_009,0.0821325,-0.08244163,-0.15260223,train
Sample_010,-0.15795869,0.1335384,0.8305119,train
Sample_012,-0.13715556,0.12057461,0.69087803,train
Sample_013,-0.1768539,0.14540099,0.95549494,train
Sample_014,0.6870841,-0.8030713,-0.95905256,train
Sample_016,0.21629706,-0.24226098,-0.33145463,train
Sample_017,-0.035311785,0.057244897,0.0028993557,train
Sample_019,0.27789137,-0.31563327,-0.41356495,train
Sample_024,-0.18988715,0.15343511,1.0448209,train
Sample_025,0.04576269,-0.039374605,-0.10523751,train
Sample_026,-0.15042183,0.1289384,0.777604,train
Sample_027,0.72959375,-0.8543218,-1.017329,train
Sample_028,-0.12192476,0.111083284,0.58864635,train
Sample_030,1.5191287,-1.7942185,-2.0682368,train
Sample_002,0.08290191,-0.10804392,0.07563778,valid
Sample_023,0.14892945,-0.16247356,-0.24376318,valid
Sample_029,0.30524015,-0.3488303,-0.45234317,valid
