,Gene3,Gene1,Gene2,split
Sample_001,-0.115233645,0.11648679,0.45744157,train
Sample_003,1.0236609,-1.2172601,-1.4476376,train
Sample_004,-0.1361748,0.13015217,0.6124764,train
Sample_005,-0.16339698,0.1471898,0.81687516,train
Sample_006,0.4756935,-0.55892414,-0.7113384,train
Sample_007,-0.21916074,0.18273789,1.2330291,train
Sample_008,0.63979465,-0.7560775,-0.93183964,train
Sample_009,-0.100594476,0.10742011,0.34584656,train
Sample_010,-0.062225413,0.082695276,0.061851688,train
Sample_012,-0.16439065,0.14782323,0.8242906,train
Sample_013,0.43303034,-0.50766796,-0.6540122,train
Sample_014,0.30958623,-0.3595709,-0.48894143,train
Sample_016,0.49130705,-0.57768244,-0.73231816,train
Sample_017,0.04342597,-0.04014799,-0.12446703,train
Sample_019,-0.11174139,0.114260554,0.4313796,train
Sample_024,-0.103899956,0.109261826,0.37286058,train
Sample_025,0.17383328,-0.19626486,-0.30573127,train
Sample_026,0.804962,-0.95489454,-1.1547235,train
Sample_027,-0.14105779,0.13327187,0.6490683,train
Sample_028,-0.12590116,0.12328709,0.53705126,train
Sample_030,-0.05399009,0.07744545,0.00039309924,train
Sample_002,0.068696514,-0.07016294,-0.16581221,valid
Sample_023,0.97367644,-1.157953,-1.3823038,valid
Sample_029,-0.05715178,0.07986693,0.016992286,valid
