,Gene3,Gene1,Gene2,split
Sample_001,-0.1301813,0.11974526,0.598248,train
Sample_003,-0.10743334,0.106003195,0.4360039,train
Sample_004,-0.045591902,0.068155296,0.00058767607,train
Sample_005,0.118359655,-0.14639208,-0.043023705,train
Sample_006,-0.03935211,0.0607818,-0.007084296,train
Sample_007,0.41339454,-0.48185793,-0.61494315,train
Sample_008,-0.14404815,0.12823136,0.69566065,train
Sample_009,-0.1629141,0.13977675,0.8281912,train
Sample_010,-0.04511212,0.06768546,0.0006491096,train
Sample_012,0.5665583,-0.66565347,-0.8213165,train
Sample_013,0.43829694,-0.5119015,-0.6491062,train
Sample_014,0.48345482,-0.5658287,-0.70900625,train
Sample_016,-0.04511212,0.06768546,0.0006491096,train
Sample_017,-0.06374362,0.079087384,0.13153274,train
Sample_019,-0.032339253,0.052376535,-0.016499776,train
Sample_024,0.60873044,-0.7159778,-0.8772016,train
Sample_025,0.9802848,-1.1613044,-1.3760514,train
Sample_026,0.105741814,-0.12518755,-0.08670796,train
Sample_027,-0.04511212,0.06768546,0.0006491096,train
Sample_028,-0.04511212,0.06768546,0.0006491096,train
Sample_030,-0.09546177,0.09849795,0.3543483,train
Sample_002,0.41997752,-0.49008933,-0.6252094,valid
Sample_023,0.27097464,-0.31144193,-0.4251265,valid
Sample_029,0.46329254,-0.542022,-0.68337333,valid
